172.23.72.184;2022-12-15 10:26:02.488061;Erro;Erro;
172.23.72.184;2022-12-16 09:39:53.779452;-20.478675440;-43.937756704
172.23.72.184;2023-11-22 01:43:57.215901;Erro;Erro;
172.23.72.184;2023-11-22 01:44:27.928166;Erro;Erro;
172.23.72.184;2023-11-22 01:44:34.064133;Erro;Erro;
172.23.72.184;2023-11-22 01:45:02.747948;Erro;Erro;
172.23.72.184;2023-11-22 01:45:08.880258;Erro;Erro;
172.23.72.184;2023-11-22 01:45:37.563941;Erro;Erro;
172.23.72.184;2023-11-22 01:45:43.715920;Erro;Erro;
172.23.72.184;2023-11-22 01:46:12.383956;Erro;Erro;
172.23.72.184;2023-11-22 01:46:18.512312;Erro;Erro;
172.23.72.184;2023-11-22 01:46:49.247897;Erro;Erro;
172.23.72.184;2023-11-22 01:46:53.339927;Erro;Erro;
172.23.72.184;2023-11-22 01:47:24.059938;Erro;Erro;
172.23.72.184;2023-11-22 01:47:28.167908;Erro;Erro;
172.23.72.184;2023-11-22 01:47:58.872159;Erro;Erro;
172.23.72.184;2023-11-22 01:48:05.019941;Erro;Erro;
172.23.72.184;2023-11-22 01:48:33.680207;Erro;Erro;
172.23.72.184;2023-11-22 01:48:39.835947;Erro;Erro;
172.23.72.184;2023-11-22 01:49:08.507964;Erro;Erro;
172.23.72.184;2023-11-22 01:49:14.648232;Erro;Erro;
172.23.72.184;2023-11-22 01:49:43.312205;Erro;Erro;
172.23.72.184;2023-11-22 01:49:49.464168;Erro;Erro;
172.23.72.184;2023-11-22 01:50:20.176216;Erro;Erro;
172.23.72.184;2023-11-22 01:50:26.320272;Erro;Erro;
172.23.72.184;2023-11-22 01:50:54.992245;Erro;Erro;
172.23.72.184;2023-11-22 01:51:01.140188;Erro;Erro;
172.23.72.184;2023-11-22 01:51:29.808211;Erro;Erro;
172.23.72.184;2023-11-22 01:51:35.956181;Erro;Erro;
172.23.72.184;2023-11-22 01:52:04.635939;Erro;Erro;
172.23.72.184;2023-11-22 01:52:10.783892;Erro;Erro;
172.23.72.184;2023-11-22 01:52:39.448192;Erro;Erro;
172.23.72.184;2023-11-22 01:52:45.588220;Erro;Erro;
172.23.72.184;2023-11-22 01:53:16.304196;Erro;Erro;
172.23.72.184;2023-11-22 01:53:20.400246;Erro;Erro;
172.23.72.184;2023-11-22 01:53:51.120208;Erro;Erro;
172.23.72.184;2023-11-22 01:53:57.264267;Erro;Erro;
172.23.72.184;2023-11-22 01:54:25.936250;Erro;Erro;
172.23.72.184;2023-11-22 01:54:32.095888;Erro;Erro;
172.23.72.184;2023-11-22 01:55:00.752203;Erro;Erro;
172.23.72.184;2023-11-22 01:55:06.900156;Erro;Erro;
172.23.72.184;2023-11-22 01:55:35.568213;Erro;Erro;
172.23.72.184;2023-11-22 01:55:41.720154;Erro;Erro;
172.23.72.184;2023-11-22 01:56:10.407933;Erro;Erro;
172.23.72.184;2023-11-22 01:56:16.528276;Erro;Erro;
172.23.72.184;2023-11-22 01:56:45.215945;Erro;Erro;
172.23.72.184;2023-11-22 01:56:51.359932;Erro;Erro;
172.23.72.184;2023-11-22 01:57:22.087770;Erro;Erro;
172.23.72.184;2023-11-22 01:57:28.212213;Erro;Erro;
172.23.72.184;2023-11-22 01:57:56.880225;Erro;Erro;
172.23.72.184;2023-11-22 01:58:03.024468;Erro;Erro;
172.23.72.184;2023-11-22 01:58:31.696272;Erro;Erro;
172.23.72.184;2023-11-22 01:58:37.840254;Erro;Erro;
172.23.72.184;2023-11-22 01:59:06.524021;Erro;Erro;
172.23.72.184;2023-11-22 01:59:12.664159;Erro;Erro;
172.23.72.184;2023-11-22 01:59:41.332219;Erro;Erro;
172.23.72.184;2023-11-22 01:59:47.476296;Erro;Erro;
172.23.72.184;2023-11-22 02:00:18.192214;Erro;Erro;
172.23.72.184;2023-11-22 02:00:24.344197;Erro;Erro;
172.23.72.184;2023-11-22 02:00:53.012180;Erro;Erro;
172.23.72.184;2023-11-22 02:00:59.152250;Erro;Erro;
172.23.72.184;2023-11-22 02:01:27.824287;Erro;Erro;
172.23.72.184;2023-11-22 02:01:33.968298;Erro;Erro;
172.23.72.184;2023-11-22 02:02:02.648158;Erro;Erro;
172.23.72.184;2023-11-22 02:02:08.788257;Erro;Erro;
172.23.72.184;2023-11-22 02:02:37.456203;Erro;Erro;
172.23.72.184;2023-11-22 02:02:43.600323;Erro;Erro;
172.23.72.184;2023-11-22 02:03:14.328163;Erro;Erro;
172.23.72.184;2023-11-22 02:03:18.424166;Erro;Erro;
172.23.72.184;2023-11-22 02:03:49.151907;Erro;Erro;
172.23.72.184;2023-11-22 02:03:55.288161;Erro;Erro;
172.23.72.184;2023-11-22 02:04:23.952257;Erro;Erro;
172.23.72.184;2023-11-22 02:04:30.096314;Erro;Erro;
172.23.72.184;2023-11-22 02:04:58.772172;Erro;Erro;
172.23.72.184;2023-11-22 02:05:04.920178;Erro;Erro;
172.23.72.184;2023-11-22 02:05:33.595904;Erro;Erro;
172.23.72.184;2023-11-22 02:05:39.736158;Erro;Erro;
172.23.72.184;2023-11-22 02:06:08.404219;Erro;Erro;
172.23.72.184;2023-11-22 02:06:14.548191;Erro;Erro;
172.23.72.184;2023-11-22 02:06:45.275941;Erro;Erro;
172.23.72.184;2023-11-22 02:06:49.371937;Erro;Erro;
172.23.72.184;2023-11-22 02:07:20.088170;Erro;Erro;
172.23.72.184;2023-11-22 02:07:26.228189;Erro;Erro;
172.23.72.184;2023-11-22 02:07:54.907964;Erro;Erro;
172.23.72.184;2023-11-22 02:08:01.051942;Erro;Erro;
172.23.72.184;2023-11-22 02:08:29.723926;Erro;Erro;
172.23.72.184;2023-11-22 02:08:35.867935;Erro;Erro;
172.23.72.184;2023-11-22 02:09:04.539952;Erro;Erro;
172.23.72.184;2023-11-22 02:09:10.672207;Erro;Erro;
172.23.72.184;2023-11-22 02:09:41.392214;Erro;Erro;
172.23.72.184;2023-11-22 02:09:45.496162;Erro;Erro;
172.23.72.184;2023-11-22 02:10:16.208220;Erro;Erro;
172.23.72.184;2023-11-22 02:10:22.360189;Erro;Erro;
172.23.72.184;2023-11-22 02:10:51.035945;Erro;Erro;
172.23.72.184;2023-11-22 02:10:57.168247;Erro;Erro;
172.23.72.184;2023-11-22 02:11:25.840213;Erro;Erro;
172.23.72.184;2023-11-22 02:11:31.984335;Erro;Erro;
172.23.72.184;2023-11-22 02:12:00.671899;Erro;Erro;
172.23.72.184;2023-11-22 02:12:06.808193;Erro;Erro;
172.23.72.184;2023-11-22 02:12:35.484079;Erro;Erro;
172.23.72.184;2023-11-22 02:12:41.631944;Erro;Erro;
172.23.72.184;2023-11-22 02:13:12.336220;Erro;Erro;
172.23.72.184;2023-11-22 02:13:18.488169;Erro;Erro;
172.23.72.184;2023-11-22 02:13:47.160167;Erro;Erro;
172.23.72.184;2023-11-22 02:13:53.304164;Erro;Erro;
172.23.72.184;2023-11-22 02:14:21.983898;Erro;Erro;
172.23.72.184;2023-11-22 02:14:28.127925;Erro;Erro;
172.23.72.184;2023-11-22 02:14:56.787859;Erro;Erro;
172.23.72.184;2023-11-22 02:15:02.939954;Erro;Erro;
172.23.72.184;2023-11-22 02:15:33.652163;Erro;Erro;
172.23.72.184;2023-11-22 02:15:37.744334;Erro;Erro;
172.23.72.184;2023-11-22 02:16:08.464213;Erro;Erro;
172.23.72.184;2023-11-22 02:16:12.579900;Erro;Erro;
172.23.72.184;2023-11-22 02:16:43.284160;Erro;Erro;
172.23.72.184;2023-11-22 02:16:49.432200;Erro;Erro;
172.23.72.184;2023-11-22 02:17:18.107931;Erro;Erro;
172.23.72.184;2023-11-22 02:17:24.244174;Erro;Erro;
172.23.72.184;2023-11-22 02:17:52.912213;Erro;Erro;
172.23.72.184;2023-11-22 02:17:59.071905;Erro;Erro;
172.23.72.184;2023-11-22 02:18:27.728211;Erro;Erro;
172.23.72.184;2023-11-22 02:18:33.876179;Erro;Erro;
172.23.72.184;2023-11-22 02:19:04.596206;Erro;Erro;
172.23.72.184;2023-11-22 02:19:08.696197;Erro;Erro;
172.23.72.184;2023-11-22 02:19:39.416163;Erro;Erro;
172.23.72.184;2023-11-22 02:19:45.552267;Erro;Erro;
172.23.72.184;2023-11-22 02:20:14.224205;Erro;Erro;
172.23.72.184;2023-11-22 02:20:20.387907;Erro;Erro;
172.23.72.184;2023-11-22 02:20:49.055809;Erro;Erro;
172.23.72.184;2023-11-22 02:20:55.184269;Erro;Erro;
172.23.72.184;2023-11-22 02:21:23.864158;Erro;Erro;
172.23.72.184;2023-11-22 02:21:30.001082;Erro;Erro;
172.23.72.184;2023-11-22 02:21:58.672217;Erro;Erro;
172.23.72.184;2023-11-22 02:22:04.824195;Erro;Erro;
172.23.72.184;2023-11-22 02:22:33.499953;Erro;Erro;
172.23.72.184;2023-11-22 02:22:39.640157;Erro;Erro;
172.23.72.184;2023-11-22 02:23:10.352207;Erro;Erro;
172.23.72.184;2023-11-22 02:23:16.496286;Erro;Erro;
172.23.72.184;2023-11-22 02:23:45.179941;Erro;Erro;
172.23.72.184;2023-11-22 02:23:51.320158;Erro;Erro;
172.23.72.184;2023-11-22 02:24:19.984212;Erro;Erro;
172.23.72.184;2023-11-22 02:24:26.128268;Erro;Erro;
172.23.72.184;2023-11-22 02:24:54.815909;Erro;Erro;
172.23.72.184;2023-11-22 02:25:00.944257;Erro;Erro;
172.23.72.184;2023-11-22 02:25:29.620263;Erro;Erro;
172.23.72.184;2023-11-22 02:25:35.768162;Erro;Erro;
172.23.72.184;2023-11-22 02:26:06.484167;Erro;Erro;
172.23.72.184;2023-11-22 02:26:10.580037;Erro;Erro;
172.23.72.184;2023-11-22 02:26:41.300176;Erro;Erro;
172.23.72.184;2023-11-22 02:26:45.439951;Erro;Erro;
172.23.72.184;2023-11-22 02:27:16.116171;Erro;Erro;
172.23.72.184;2023-11-22 02:27:22.256280;Erro;Erro;
172.23.72.184;2023-11-22 02:27:50.932180;Erro;Erro;
172.23.72.184;2023-11-22 02:27:57.076167;Erro;Erro;
172.23.72.184;2023-11-22 02:28:25.744084;Erro;Erro;
172.23.72.184;2023-11-22 02:28:31.892174;Erro;Erro;
172.23.72.184;2023-11-22 02:29:00.568164;Erro;Erro;
172.23.72.184;2023-11-22 02:29:06.704236;Erro;Erro;
172.23.72.184;2023-11-22 02:29:35.376210;Erro;Erro;
172.23.72.184;2023-11-22 02:29:41.528193;Erro;Erro;
172.23.72.184;2023-11-22 02:30:12.240208;Erro;Erro;
172.23.72.184;2023-11-22 02:30:18.384266;Erro;Erro;
172.23.72.184;2023-11-22 02:30:47.056233;Erro;Erro;
172.23.72.184;2023-11-22 02:30:53.200261;Erro;Erro;
172.23.72.184;2023-11-22 02:31:21.878357;Erro;Erro;
172.23.72.184;2023-11-22 02:31:28.024180;Erro;Erro;
172.23.72.184;2023-11-22 02:31:56.696162;Erro;Erro;
172.23.72.184;2023-11-22 02:32:02.843953;Erro;Erro;
172.23.72.184;2023-11-22 02:32:31.515942;Erro;Erro;
172.23.72.184;2023-11-22 02:32:37.667954;Erro;Erro;
172.23.72.184;2023-11-22 02:33:08.368203;Erro;Erro;
172.23.72.184;2023-11-22 02:33:12.475942;Erro;Erro;
172.23.72.184;2023-11-22 02:33:43.184216;Erro;Erro;
172.23.72.184;2023-11-22 02:33:47.291942;Erro;Erro;
172.23.72.184;2023-11-22 02:34:18.000250;Erro;Erro;
172.23.72.184;2023-11-22 02:34:24.148181;Erro;Erro;
172.23.72.184;2023-11-22 02:34:52.816222;Erro;Erro;
172.23.72.184;2023-11-22 02:34:58.960253;Erro;Erro;
172.23.72.184;2023-11-22 02:35:27.636177;Erro;Erro;
172.23.72.184;2023-11-22 02:35:33.791935;Erro;Erro;
172.23.72.184;2023-11-22 02:36:02.459932;Erro;Erro;
172.23.72.184;2023-11-22 02:36:08.607899;Erro;Erro;
172.23.72.184;2023-11-22 02:36:37.264201;Erro;Erro;
172.23.72.184;2023-11-22 02:36:43.427902;Erro;Erro;
172.23.72.184;2023-11-22 02:37:12.092022;Erro;Erro;
172.23.72.184;2023-11-22 02:37:18.251957;Erro;Erro;
172.23.72.184;2023-11-22 02:37:48.948173;Erro;Erro;
172.23.72.184;2023-11-22 02:37:55.092204;Erro;Erro;
172.23.72.184;2023-11-22 02:38:23.760211;Erro;Erro;
172.23.72.184;2023-11-22 02:38:29.904248;Erro;Erro;
172.23.72.184;2023-11-22 02:38:58.584169;Erro;Erro;
172.23.72.184;2023-11-22 02:39:04.720243;Erro;Erro;
172.23.72.184;2023-11-22 02:39:33.407908;Erro;Erro;
172.23.72.184;2023-11-22 02:39:39.547949;Erro;Erro;
172.23.72.184;2023-11-22 02:40:10.267938;Erro;Erro;
172.23.72.184;2023-11-22 02:40:14.356169;Erro;Erro;
172.23.72.184;2023-11-22 02:40:45.072215;Erro;Erro;
172.23.72.184;2023-11-22 02:40:49.187908;Erro;Erro;
172.23.72.184;2023-11-22 02:41:19.888212;Erro;Erro;
172.23.72.184;2023-11-22 02:41:26.032304;Erro;Erro;
172.23.72.184;2023-11-22 02:41:54.704274;Erro;Erro;
172.23.72.184;2023-11-22 02:42:00.848314;Erro;Erro;
172.23.72.184;2023-11-22 02:42:29.531925;Erro;Erro;
172.23.72.184;2023-11-22 02:42:35.672208;Erro;Erro;
172.23.72.184;2023-11-22 02:43:04.351950;Erro;Erro;
172.23.72.184;2023-11-22 02:43:10.505017;Erro;Erro;
172.23.72.184;2023-11-22 02:43:39.152210;Erro;Erro;
172.23.72.184;2023-11-22 02:43:45.319949;Erro;Erro;
172.23.72.184;2023-11-22 02:44:16.016201;Erro;Erro;
172.23.72.184;2023-11-22 02:44:20.116166;Erro;Erro;
172.23.72.184;2023-11-22 02:44:50.832233;Erro;Erro;
172.23.72.184;2023-11-22 02:44:54.971945;Erro;Erro;
172.23.72.184;2023-11-22 02:45:25.648222;Erro;Erro;
172.23.72.184;2023-11-22 02:45:31.792266;Erro;Erro;
172.23.72.184;2023-11-22 02:46:00.464215;Erro;Erro;
172.23.72.184;2023-11-22 02:46:06.608248;Erro;Erro;
172.23.72.184;2023-11-22 02:46:35.295935;Erro;Erro;
172.23.72.184;2023-11-22 02:46:41.432162;Erro;Erro;
172.23.72.184;2023-11-22 02:47:10.107988;Erro;Erro;
172.23.72.184;2023-11-22 02:47:16.251939;Erro;Erro;
172.23.72.184;2023-11-22 02:47:46.960209;Erro;Erro;
172.23.72.184;2023-11-22 02:47:51.067941;Erro;Erro;
172.23.72.184;2023-11-22 02:48:21.784168;Erro;Erro;
172.23.72.184;2023-11-22 02:48:27.924170;Erro;Erro;
172.23.72.184;2023-11-22 02:48:56.600160;Erro;Erro;
172.23.72.184;2023-11-22 02:49:02.744159;Erro;Erro;
172.23.72.184;2023-11-22 02:49:31.408214;Erro;Erro;
172.23.72.184;2023-11-22 02:49:37.560173;Erro;Erro;
172.23.72.184;2023-11-22 02:50:06.235929;Erro;Erro;
172.23.72.184;2023-11-22 02:50:12.391915;Erro;Erro;
172.23.72.184;2023-11-22 02:50:43.092206;Erro;Erro;
172.23.72.184;2023-11-22 02:50:47.203908;Erro;Erro;
172.23.72.184;2023-11-22 02:51:15.856204;Erro;Erro;
172.23.72.184;2023-11-22 02:51:24.056163;Erro;Erro;
172.23.72.184;2023-11-22 02:51:52.720202;Erro;Erro;
172.23.72.184;2023-11-22 02:51:58.864276;Erro;Erro;
172.23.72.184;2023-11-22 02:52:27.536223;Erro;Erro;
172.23.72.184;2023-11-22 02:52:33.684162;Erro;Erro;
172.23.72.184;2023-11-22 02:53:02.352224;Erro;Erro;
172.23.72.184;2023-11-22 02:53:08.496283;Erro;Erro;
172.23.72.184;2023-11-22 02:53:37.176164;Erro;Erro;
172.23.72.184;2023-11-22 02:53:43.316164;Erro;Erro;
172.23.72.184;2023-11-22 02:54:12.003947;Erro;Erro;
172.23.72.184;2023-11-22 02:54:18.139922;Erro;Erro;
172.23.72.184;2023-11-22 02:54:48.852153;Erro;Erro;
172.23.72.184;2023-11-22 02:54:52.944239;Erro;Erro;
172.23.72.184;2023-11-22 02:55:23.664219;Erro;Erro;
172.23.72.184;2023-11-22 02:55:27.771916;Erro;Erro;
172.23.72.184;2023-11-22 02:55:58.484169;Erro;Erro;
172.23.72.184;2023-11-22 02:56:04.632157;Erro;Erro;
172.23.72.184;2023-11-22 02:56:33.304166;Erro;Erro;
172.23.72.184;2023-11-22 02:56:39.448185;Erro;Erro;
172.23.72.184;2023-11-22 02:57:08.112211;Erro;Erro;
172.23.72.184;2023-11-22 02:57:14.260183;Erro;Erro;
172.23.72.184;2023-11-22 02:57:42.928208;Erro;Erro;
172.23.72.184;2023-11-22 02:57:49.080259;Erro;Erro;
172.23.72.184;2023-11-22 02:58:19.792213;Erro;Erro;
172.23.72.184;2023-11-22 02:58:23.900005;Erro;Erro;
172.23.72.184;2023-11-22 02:58:54.612172;Erro;Erro;
172.23.72.184;2023-11-22 02:58:58.719920;Erro;Erro;
172.23.72.184;2023-11-22 02:59:29.435921;Erro;Erro;
172.23.72.184;2023-11-22 02:59:35.576165;Erro;Erro;
172.23.72.184;2023-11-22 03:00:04.248158;Erro;Erro;
172.23.72.184;2023-11-22 03:00:10.384259;Erro;Erro;
172.23.72.184;2023-11-22 03:00:39.056225;Erro;Erro;
172.23.72.184;2023-11-22 03:00:45.208198;Erro;Erro;
172.23.72.184;2023-11-22 03:01:13.872213;Erro;Erro;
172.23.72.184;2023-11-22 03:01:20.024201;Erro;Erro;
172.23.72.184;2023-11-22 03:01:50.736211;Erro;Erro;
172.23.72.184;2023-11-22 03:01:54.832263;Erro;Erro;
172.23.72.184;2023-11-22 03:02:25.552227;Erro;Erro;
172.23.72.184;2023-11-22 03:02:29.675932;Erro;Erro;
172.23.72.184;2023-11-22 03:03:00.376165;Erro;Erro;
172.23.72.184;2023-11-22 03:03:06.512253;Erro;Erro;
172.23.72.184;2023-11-22 03:03:35.184253;Erro;Erro;
172.23.72.184;2023-11-22 03:03:41.332175;Erro;Erro;
172.23.72.184;2023-11-22 03:04:10.004179;Erro;Erro;
172.23.72.184;2023-11-22 03:04:16.144266;Erro;Erro;
172.23.72.184;2023-11-22 03:04:44.820211;Erro;Erro;
172.23.72.184;2023-11-22 03:04:50.960272;Erro;Erro;
172.23.72.184;2023-11-22 03:05:21.703920;Erro;Erro;
172.23.72.184;2023-11-22 03:05:25.791903;Erro;Erro;
172.23.72.184;2023-11-22 03:05:54.448197;Erro;Erro;
172.23.72.184;2023-11-22 03:06:00.596198;Erro;Erro;
172.23.72.184;2023-11-22 03:06:31.312242;Erro;Erro;
172.23.72.184;2023-11-22 03:06:37.456255;Erro;Erro;
172.23.72.184;2023-11-22 03:07:06.128210;Erro;Erro;
172.23.72.184;2023-11-22 03:07:12.283973;Erro;Erro;
172.23.72.184;2023-11-22 03:07:40.944228;Erro;Erro;
172.23.72.184;2023-11-22 03:07:47.103935;Erro;Erro;
172.23.72.184;2023-11-22 03:08:15.768149;Erro;Erro;
172.23.72.184;2023-11-22 03:08:21.923897;Erro;Erro;
172.23.72.184;2023-11-22 03:08:50.587938;Erro;Erro;
172.23.72.184;2023-11-22 03:08:56.747951;Erro;Erro;
172.23.72.184;2023-11-22 03:09:25.400165;Erro;Erro;
172.23.72.184;2023-11-22 03:09:31.544166;Erro;Erro;
172.23.72.184;2023-11-22 03:10:00.223934;Erro;Erro;
172.23.72.184;2023-11-22 03:10:06.363952;Erro;Erro;
172.23.72.184;2023-11-22 03:10:37.072214;Erro;Erro;
172.23.72.184;2023-11-22 03:10:43.216280;Erro;Erro;
172.23.72.184;2023-11-22 03:11:11.888237;Erro;Erro;
172.23.72.184;2023-11-22 03:11:18.036174;Erro;Erro;
172.23.72.184;2023-11-22 03:11:46.712164;Erro;Erro;
172.23.72.184;2023-11-22 03:11:52.848303;Erro;Erro;
172.23.72.184;2023-11-22 03:12:21.539955;Erro;Erro;
172.23.72.184;2023-11-22 03:12:27.675939;Erro;Erro;
172.23.72.184;2023-11-22 03:12:56.347931;Erro;Erro;
172.23.72.184;2023-11-22 03:13:02.484203;Erro;Erro;
172.23.72.184;2023-11-22 03:13:33.200209;Erro;Erro;
172.23.72.184;2023-11-22 03:13:37.311894;Erro;Erro;
172.23.72.184;2023-11-22 03:14:08.016216;Erro;Erro;
172.23.72.184;2023-11-22 03:14:12.143961;Erro;Erro;
172.23.72.184;2023-11-22 03:14:42.840158;Erro;Erro;
172.23.72.184;2023-11-22 03:14:48.991938;Erro;Erro;
172.23.72.184;2023-11-22 03:15:17.663916;Erro;Erro;
172.23.72.184;2023-11-22 03:15:23.807900;Erro;Erro;
172.23.72.184;2023-11-22 03:15:52.472201;Erro;Erro;
172.23.72.184;2023-11-22 03:15:58.627907;Erro;Erro;
172.23.72.184;2023-11-22 03:16:27.291941;Erro;Erro;
172.23.72.184;2023-11-22 03:16:33.439913;Erro;Erro;
172.23.72.184;2023-11-22 03:17:02.107940;Erro;Erro;
172.23.72.184;2023-11-22 03:17:08.255899;Erro;Erro;
172.23.72.184;2023-11-22 03:17:36.927933;Erro;Erro;
172.23.72.184;2023-11-22 03:17:43.075939;Erro;Erro;
172.23.72.184;2023-11-22 03:18:13.776212;Erro;Erro;
172.23.72.184;2023-11-22 03:18:19.920304;Erro;Erro;
172.23.72.184;2023-11-22 03:18:48.592242;Erro;Erro;
172.23.72.184;2023-11-22 03:18:54.740171;Erro;Erro;
172.23.72.184;2023-11-22 03:19:23.412225;Erro;Erro;
172.23.72.184;2023-11-22 03:19:29.552257;Erro;Erro;
172.23.72.184;2023-11-22 03:19:58.232159;Erro;Erro;
172.23.72.184;2023-11-22 03:20:04.379924;Erro;Erro;
172.23.72.184;2023-11-22 03:20:35.088211;Erro;Erro;
172.23.72.184;2023-11-22 03:20:39.199903;Erro;Erro;
172.23.72.184;2023-11-22 03:21:09.912165;Erro;Erro;
172.23.72.184;2023-11-22 03:21:16.048249;Erro;Erro;
172.23.72.184;2023-11-22 03:21:44.728148;Erro;Erro;
172.23.72.184;2023-11-22 03:21:50.864252;Erro;Erro;
172.23.72.184;2023-11-22 03:22:19.536247;Erro;Erro;
172.23.72.184;2023-11-22 03:22:25.680284;Erro;Erro;
172.23.72.184;2023-11-22 03:22:54.352209;Erro;Erro;
172.23.72.184;2023-11-22 03:23:00.504163;Erro;Erro;
172.23.72.184;2023-11-22 03:23:31.216204;Erro;Erro;
172.23.72.184;2023-11-22 03:23:35.312250;Erro;Erro;
172.23.72.184;2023-11-22 03:24:06.032221;Erro;Erro;
172.23.72.184;2023-11-22 03:24:10.128262;Erro;Erro;
172.23.72.184;2023-11-22 03:24:40.859927;Erro;Erro;
172.23.72.184;2023-11-22 03:24:46.996207;Erro;Erro;
172.23.72.184;2023-11-22 03:25:15.668209;Erro;Erro;
172.23.72.184;2023-11-22 03:25:21.808287;Erro;Erro;
172.23.72.184;2023-11-22 03:25:50.488161;Erro;Erro;
172.23.72.184;2023-11-22 03:25:56.635996;Erro;Erro;
172.23.72.184;2023-11-22 03:26:25.300180;Erro;Erro;
172.23.72.184;2023-11-22 03:26:31.444166;Erro;Erro;
172.23.72.184;2023-11-22 03:27:00.127911;Erro;Erro;
172.23.72.184;2023-11-22 03:27:06.271947;Erro;Erro;
172.23.72.184;2023-11-22 03:27:34.939938;Erro;Erro;
172.23.72.184;2023-11-22 03:27:43.120304;Erro;Erro;
172.23.72.184;2023-11-22 03:28:11.792224;Erro;Erro;
172.23.72.184;2023-11-22 03:28:17.940167;Erro;Erro;
172.23.72.184;2023-11-22 03:28:46.612172;Erro;Erro;
172.23.72.184;2023-11-22 03:28:52.752247;Erro;Erro;
172.23.72.184;2023-11-22 03:29:21.439904;Erro;Erro;
172.23.72.184;2023-11-22 03:29:27.568272;Erro;Erro;
172.23.72.184;2023-11-22 03:29:56.248158;Erro;Erro;
172.23.72.184;2023-11-22 03:30:02.392231;Erro;Erro;
172.23.72.184;2023-11-22 03:30:33.108174;Erro;Erro;
172.23.72.184;2023-11-22 03:30:37.200244;Erro;Erro;
172.23.72.184;2023-11-22 03:31:07.920201;Erro;Erro;
172.23.72.184;2023-11-22 03:31:14.072156;Erro;Erro;
172.23.72.184;2023-11-22 03:31:42.736219;Erro;Erro;
172.23.72.184;2023-11-22 03:31:48.880249;Erro;Erro;
172.23.72.184;2023-11-22 03:32:17.556171;Erro;Erro;
172.23.72.184;2023-11-22 03:32:23.696230;Erro;Erro;
172.23.72.184;2023-11-22 03:32:52.376166;Erro;Erro;
172.23.72.184;2023-11-22 03:32:58.523933;Erro;Erro;
172.23.72.184;2023-11-22 03:33:27.192170;Erro;Erro;
172.23.72.184;2023-11-22 03:33:33.339986;Erro;Erro;
172.23.72.184;2023-11-22 03:34:02.011927;Erro;Erro;
172.23.72.184;2023-11-22 03:34:08.155948;Erro;Erro;
172.23.72.184;2023-11-22 03:34:38.864214;Erro;Erro;
172.23.72.184;2023-11-22 03:34:42.971932;Erro;Erro;
172.23.72.184;2023-11-22 03:35:13.680201;Erro;Erro;
172.23.72.184;2023-11-22 03:35:17.795910;Erro;Erro;
172.23.72.184;2023-11-22 03:35:48.511995;Erro;Erro;
172.23.72.184;2023-11-22 03:35:54.640274;Erro;Erro;
172.23.72.184;2023-11-22 03:36:23.327920;Erro;Erro;
172.23.72.184;2023-11-22 03:36:29.456235;Erro;Erro;
172.23.72.184;2023-11-22 03:36:58.128431;Erro;Erro;
172.23.72.184;2023-11-22 03:37:04.272236;Erro;Erro;
172.23.72.184;2023-11-22 03:37:32.952190;Erro;Erro;
172.23.72.184;2023-11-22 03:37:39.111922;Erro;Erro;
172.23.72.184;2023-11-22 03:38:07.771940;Erro;Erro;
172.23.72.184;2023-11-22 03:38:13.927931;Erro;Erro;
172.23.72.184;2023-11-22 03:38:44.624224;Erro;Erro;
172.23.72.184;2023-11-22 03:38:50.768259;Erro;Erro;
172.23.72.184;2023-11-22 03:39:19.440212;Erro;Erro;
172.23.72.184;2023-11-22 03:39:25.584272;Erro;Erro;
172.23.72.184;2023-11-22 03:39:54.256242;Erro;Erro;
172.23.72.184;2023-11-22 03:40:00.404179;Erro;Erro;
172.23.72.184;2023-11-22 03:40:29.072202;Erro;Erro;
172.23.72.184;2023-11-22 03:40:35.231904;Erro;Erro;
172.23.72.184;2023-11-22 03:41:03.903907;Erro;Erro;
172.23.72.184;2023-11-22 03:41:10.051926;Erro;Erro;
172.23.72.184;2023-11-22 03:41:40.767909;Erro;Erro;
172.23.72.184;2023-11-22 03:41:44.871930;Erro;Erro;
172.23.72.184;2023-11-22 03:42:15.572173;Erro;Erro;
172.23.72.184;2023-11-22 03:42:21.720166;Erro;Erro;
172.23.72.184;2023-11-22 03:42:50.384209;Erro;Erro;
172.23.72.184;2023-11-22 03:42:56.532217;Erro;Erro;
172.23.72.184;2023-11-22 03:43:25.215923;Erro;Erro;
172.23.72.184;2023-11-22 03:43:31.352186;Erro;Erro;
172.23.72.184;2023-11-22 03:44:00.023957;Erro;Erro;
172.23.72.184;2023-11-22 03:44:06.168159;Erro;Erro;
172.23.72.184;2023-11-22 03:44:34.840188;Erro;Erro;
172.23.72.184;2023-11-22 03:44:40.976249;Erro;Erro;
172.23.72.184;2023-11-22 03:45:09.663997;Erro;Erro;
172.23.72.184;2023-11-22 03:45:15.807898;Erro;Erro;
172.23.72.184;2023-11-22 03:45:46.531948;Erro;Erro;
172.23.72.184;2023-11-22 03:45:52.656246;Erro;Erro;
172.23.72.184;2023-11-22 03:46:21.339931;Erro;Erro;
172.23.72.184;2023-11-22 03:46:27.480162;Erro;Erro;
172.23.72.184;2023-11-22 03:46:56.148168;Erro;Erro;
172.23.72.184;2023-11-22 03:47:02.299921;Erro;Erro;
172.23.72.184;2023-11-22 03:47:30.971962;Erro;Erro;
